order_id,order_datetime,store_id,product_id,promotion_id,channel,payment_method,units,unit_selling_price,discount_pct_applied,order_status
BF2025-000261,2025-11-22 05:49:11,S010,P0073,,Online,Digital Wallet,3,50.87,0.0,Returned
BF2025-000262,2025-11-28 01:02:35,S007,P0119,PR002,In-Store,Card,3,46.58,23.1,Completed
BF2025-000263,2025-11-23 11:23:04,S005,P0076,PR018,Online,Card,1,850.92,23.8,Completed
BF2025-000264,2025-11-28 15:22:05,S018,P0053,PR001,In-Store,Card,5,620.88,34.9,Completed
BF2025-000265,2025-11-24 00:22:40,S003,P0102,PR009,Online,Card,2,442.81,31.9,Completed
BF2025-000266,2025-11-28 04:24:09,S008,P0074,PR004,Online,Card,2,11.57,60.4,Completed
BF2025-000267,2025-11-28 06:55:58,S006,P0050,,In-Store,Card,4,37.79,0.0,Completed
BF2025-000268,2025-11-28 03:18:03,S012,P0079,PR006,In-Store,Digital Wallet,2,68.37,52.6,Completed
BF2025-000269,2025-11-24 07:20:15,S011,P0045,,In-Store,Digital Wallet,4,58.69,0.0,Completed
BF2025-000270,2025-11-29 22:44:42,S023,P0020,PR003,In-Store,Cash,3,11.24,33.5,Completed
BF2025-000271,2025-11-23 00:47:48,S013,P0053,PR012,Online,Cash,1,475.92,48.8,Completed
BF2025-000272,2025-11-28 21:17:32,S001,P0075,PR009,Online,Card,1,192.12,33.5,Completed
BF2025-000273,2025-11-28 14:06:20,S021,P0062,,Online,Cash,2,267.95,0.0,Completed
BF2025-000274,2025-11-30 13:54:18,S010,P0075,PR015,In-Store,Digital Wallet,4,215.95,26.4,Completed
BF2025-000275,2025-11-30 11:25:59,S019,P0019,PR011,Online,Card,2,402.6,44.3,Completed
BF2025-000276,2025-11-22 12:47:04,S026,P0092,PR013,In-Store,Card,3,142.56,13.9,Completed
BF2025-000277,2025-11-28 11:59:14,S015,P0065,PR013,Online,Card,1,22.45,14.8,Completed
BF2025-000278,2025-11-28 08:34:31,S026,P0038,PR008,In-Store,Digital Wallet,4,762.07,31.6,Completed
BF2025-000279,2025-11-29 13:20:36,S017,P0119,,In-Store,Card,5,60.55,0.0,Completed
BF2025-000280,2025-11-28 02:24:43,S030,P0067,PR018,In-Store,Card,2,105.53,22.1,Completed
BF2025-000281,2025-11-22 14:31:01,S023,P0110,PR014,Online,Card,3,76.19,31.7,Completed
BF2025-000282,2025-11-23 16:20:04,S006,P0118,PR006,In-Store,Card,3,12.75,52.0,Completed
BF2025-000283,2025-11-24 23:00:41,S001,P0057,PR014,In-Store,Card,6,29.81,33.6,Completed
BF2025-000284,2025-11-24 20:18:01,S030,P0024,PR006,In-Store,Card,2,148.15,48.9,Completed
BF2025-000285,2025-11-30 08:08:34,S029,P0088,,Online,Digital Wallet,4,145.64,0.0,Completed
BF2025-000286,2025-11-29 20:53:05,S007,P0106,,Online,Card,1,321.97,0.0,Completed
BF2025-000287,2025-11-23 21:02:56,S005,P0109,,Online,Card,1,127.69,0.0,Completed
BF2025-000288,2025-11-29 11:54:12,S014,P0021,,Online,Card,3,34.71,0.0,Completed
BF2025-000289,2025-11-26 22:35:00,S019,P0004,PR010,In-Store,Card,5,607.07,25.8,Completed
BF2025-000290,2025-11-22 06:53:33,S010,P0008,,In-Store,Card,2,20.08,0.0,Completed
BF2025-000291,2025-11-22 00:57:01,S024,P0062,PR001,In-Store,Card,7,169.62,34.8,Completed
BF2025-000292,2025-11-22 21:07:14,S021,P0104,PR018,Online,Card,5,44.65,23.2,Completed
BF2025-000293,2025-11-23 11:02:17,S027,P0015,PR017,Online,Digital Wallet,1,7.62,35.8,Completed
BF2025-000294,2025-11-28 10:35:17,S007,P0027,,In-Store,Digital Wallet,3,143.61,0.0,Completed
BF2025-000295,2025-11-28 10:28:32,S014,P0074,PR004,In-Store,Card,2,11.62,60.5,Completed
BF2025-000296,2025-11-28 21:28:22,S012,P0106,PR012,Online,Card,2,174.02,45.2,Completed
BF2025-000297,2025-11-22 13:03:17,S010,P0078,PR004,In-Store,Card,1,111.6,59.6,Completed
BF2025-000298,2025-11-22 09:48:54,S025,P0100,PR001,Online,Card,2,81.51,40.1,Completed
BF2025-000299,2025-11-29 21:34:33,S004,P0109,PR009,Online,Card,5,85.11,32.9,Completed
BF2025-000300,2025-11-28 01:42:49,S022,P0051,PR004,Online,Cash,1,133.74,61.7,Canceled
BF2025-000301,2025-11-24 21:58:55,S009,P0003,PR012,Online,Digital Wallet,2,52.61,48.8,Completed
BF2025-000302,2025-11-28 19:42:14,S012,P0104,,Online,Card,4,51.61,8.7,Completed
BF2025-000303,2025-11-28 12:13:51,S003,P0093,PR014,Online,Card,2,130.77,30.5,Completed
BF2025-000304,2025-11-25 14:37:46,S016,P0104,PR016,Online,Card,3,28.91,49.7,Completed
BF2025-000305,2025-11-29 20:24:44,S001,P0067,,In-Store,Card,4,136.65,0.0,Completed
BF2025-000306,2025-11-28 20:42:08,S004,P0044,PR008,Online,Cash,3,45.05,29.2,Completed
BF2025-000307,2025-11-22 16:59:14,S001,P0057,,Online,Cash,1,44.09,0.0,Canceled
BF2025-000308,2025-11-24 08:40:52,S025,P0012,,In-Store,Card,3,507.52,12.2,Completed
BF2025-000309,2025-11-23 19:09:55,S003,P0101,,Online,Digital Wallet,6,203.97,0.0,Completed
BF2025-000310,2025-11-28 18:29:02,S007,P0049,PR004,In-Store,Cash,5,5.2,59.5,Completed
BF2025-000311,2025-11-29 06:43:06,S004,P0117,PR002,In-Store,Card,2,26.06,20.2,Completed
BF2025-000312,2025-11-28 06:40:38,S029,P0091,PR012,In-Store,Card,2,80.64,47.9,Completed
BF2025-000313,2025-11-24 15:57:03,S026,P0041,PR018,In-Store,Card,2,139.01,18.0,Canceled
BF2025-000314,2025-11-30 06:13:45,S010,P0102,,In-Store,Card,3,638.46,0.0,Completed
BF2025-000315,2025-11-28 21:27:24,S014,P0020,PR002,Online,Card,3,12.35,23.6,Completed
BF2025-000316,2025-11-25 16:40:08,S002,P0014,PR015,Online,Card,4,46.12,24.2,Completed
BF2025-000317,2025-11-29 18:52:00,S015,P0088,,In-Store,Digital Wallet,3,147.6,0.0,Returned
BF2025-000318,2025-11-28 10:14:52,S012,P0031,PR003,Online,Card,3,38.24,33.5,Completed
BF2025-000319,2025-11-28 05:51:20,S013,P0071,PR008,Online,Card,2,12.1,31.8,Completed
BF2025-000320,2025-11-24 14:26:46,S013,P0020,PR006,In-Store,Card,3,9.02,44.4,Completed
BF2025-000321,2025-11-23 06:27:46,S011,P0035,PR010,Online,Card,1,91.73,22.5,Completed
BF2025-000322,2025-11-26 12:26:48,S028,P0026,,Online,Card,3,531.27,17.1,Completed
BF2025-000323,2025-11-28 14:32:44,S007,P0066,PR013,In-Store,Card,1,5.06,14.8,Completed
BF2025-000324,2025-11-22 08:46:39,S017,P0038,,In-Store,Card,3,1129.44,0.0,Completed
BF2025-000325,2025-11-28 00:45:16,S028,P0115,PR018,Online,Card,3,138.29,18.8,Completed
BF2025-000326,2025-11-29 18:11:04,S013,P0088,PR011,Online,Card,3,80.0,44.5,Completed
BF2025-000327,2025-11-28 13:54:33,S011,P0086,,Online,Card,2,26.58,0.0,Completed
BF2025-000328,2025-11-30 14:05:17,S002,P0082,PR013,In-Store,Card,1,462.21,15.6,Completed
BF2025-000329,2025-11-28 08:49:41,S013,P0033,PR008,Online,Cash,2,32.27,31.3,Completed
BF2025-000330,2025-11-23 02:07:56,S016,P0056,PR010,In-Store,Card,3,5.8,25.8,Completed
BF2025-000331,2025-11-24 12:16:55,S020,P0042,,Online,Cash,2,106.91,0.0,Completed
BF2025-000332,2025-11-26 04:26:55,S018,P0092,,Online,Card,4,162.22,0.0,Completed
BF2025-000333,2025-11-24 17:36:12,S015,P0007,,Online,Digital Wallet,2,201.2,0.0,Completed
BF2025-000334,2025-11-28 20:13:30,S004,P0030,PR013,Online,Cash,4,32.39,16.5,Completed
BF2025-000335,2025-11-27 11:39:09,S022,P0034,PR004,In-Store,Digital Wallet,4,110.17,58.3,Completed
BF2025-000336,2025-11-28 04:20:46,S011,P0106,PR014,In-Store,Digital Wallet,5,219.05,30.2,Completed
BF2025-000337,2025-11-28 07:17:44,S019,P0029,PR017,In-Store,Card,3,106.13,33.5,Completed
BF2025-000338,2025-11-24 07:14:20,S001,P0002,PR007,Online,Card,1,176.06,48.5,Completed
BF2025-000339,2025-11-28 11:03:27,S016,P0025,,In-Store,Card,2,130.17,0.0,Completed
BF2025-000340,2025-11-28 05:12:55,S008,P0013,,Online,Card,2,181.02,0.0,Completed
BF2025-000341,2025-11-26 14:20:13,S016,P0080,PR017,In-Store,Card,4,123.58,35.9,Completed
BF2025-000342,2025-11-28 06:02:03,S009,P0103,PR010,Online,Card,5,18.06,26.6,Completed
BF2025-000343,2025-11-28 00:06:00,S026,P0103,PR006,Online,Digital Wallet,1,11.81,52.4,Completed
BF2025-000344,2025-11-24 04:36:10,S010,P0067,,Online,Digital Wallet,1,137.59,0.0,Completed
BF2025-000345,2025-11-28 13:23:46,S004,P0065,PR015,Online,Card,1,18.81,26.5,Completed
BF2025-000346,2025-11-25 04:12:55,S009,P0062,PR007,In-Store,Digital Wallet,3,133.47,49.9,Completed
BF2025-000347,2025-11-28 04:16:06,S011,P0110,PR013,Online,Digital Wallet,4,93.04,16.3,Completed
BF2025-000348,2025-11-27 18:50:20,S014,P0044,PR001,In-Store,Card,3,40.82,37.3,Completed
BF2025-000349,2025-11-29 12:41:51,S005,P0099,,Online,Digital Wallet,3,275.38,0.0,Completed
BF2025-000350,2025-11-28 01:17:24,S016,P0084,PR012,Online,Card,1,168.13,48.6,Completed
BF2025-000351,2025-11-30 23:10:17,S028,P0022,PR007,Online,Card,1,56.01,50.0,Completed
BF2025-000352,2025-11-28 13:52:33,S010,P0090,,Online,Cash,2,472.26,0.0,Completed
BF2025-000353,2025-11-28 06:55:06,S002,P0043,PR001,Online,Card,3,15.32,38.4,Completed
BF2025-000354,2025-11-28 10:17:44,S008,P0015,,Online,Card,1,11.73,0.0,Completed
BF2025-000355,2025-11-23 00:01:30,S030,P0064,PR011,In-Store,Card,2,15.99,41.9,Completed
BF2025-000356,2025-11-28 14:00:12,S021,P0090,,In-Store,Card,3,489.56,0.0,Completed
BF2025-000357,2025-11-23 12:07:22,S006,P0077,,Online,Digital Wallet,1,194.72,6.0,Completed
BF2025-000358,2025-11-27 12:01:14,S012,P0074,PR001,Online,Card,1,17.09,41.6,Completed
BF2025-000359,2025-11-28 04:03:00,S011,P0024,,Online,Card,3,290.88,0.0,Completed
BF2025-000360,2025-11-28 14:16:08,S030,P0036,PR018,Online,Card,1,25.32,20.3,Completed
BF2025-000361,2025-11-28 01:27:23,S008,P0005,,In-Store,Cash,2,200.48,0.0,Completed
BF2025-000362,2025-11-23 21:48:50,S012,P0031,,Online,Card,6,59.11,0.0,Completed
BF2025-000363,2025-11-23 18:02:45,S029,P0040,PR006,In-Store,Card,3,150.73,47.0,Completed
BF2025-000364,2025-11-28 20:23:40,S029,P0092,,In-Store,Card,1,165.48,0.0,Completed
BF2025-000365,2025-11-28 10:09:00,S011,P0076,PR018,In-Store,Cash,2,881.06,21.5,Completed
BF2025-000366,2025-11-27 01:11:04,S028,P0005,PR008,Online,Card,1,134.74,32.1,Completed
BF2025-000367,2025-11-28 21:46:26,S005,P0042,,In-Store,Digital Wallet,4,106.01,0.0,Completed
BF2025-000368,2025-11-26 01:36:52,S022,P0070,PR013,Online,Digital Wallet,1,558.29,17.7,Completed
BF2025-000369,2025-11-28 15:43:46,S028,P0036,PR017,In-Store,Card,2,19.2,39.1,Completed
BF2025-000370,2025-11-29 22:14:25,S012,P0095,PR011,In-Store,Cash,3,154.27,50.5,Completed
BF2025-000371,2025-11-29 06:08:48,S021,P0109,PR015,Online,Card,1,93.46,26.5,Returned
BF2025-000372,2025-11-28 11:49:58,S001,P0056,PR006,Online,Cash,1,3.7,52.2,Completed
BF2025-000373,2025-11-27 04:18:07,S017,P0048,PR014,Online,Card,2,105.87,31.0,Completed
BF2025-000374,2025-11-28 12:20:01,S004,P0116,PR018,Online,Digital Wallet,1,135.04,23.9,Completed
BF2025-000375,2025-11-30 19:23:38,S028,P0018,PR011,Online,Digital Wallet,2,96.74,44.3,Completed
BF2025-000376,2025-11-30 04:04:07,S012,P0098,,In-Store,Card,4,212.16,0.0,Completed
BF2025-000377,2025-11-28 05:57:55,S019,P0064,,Online,Card,2,27.88,0.0,Completed
BF2025-000378,2025-11-22 19:08:47,S014,P0017,PR007,Online,Cash,1,32.48,48.7,Completed
BF2025-000379,2025-11-23 12:37:31,S018,P0080,PR018,Online,Card,4,145.35,22.7,Completed
BF2025-000380,2025-11-25 16:53:14,S026,P0039,PR017,In-Store,Card,2,16.31,36.5,Completed
BF2025-000381,2025-11-28 20:57:31,S011,P0004,,Online,Card,2,793.11,0.0,Completed
BF2025-000382,2025-11-30 05:10:28,S006,P0054,PR003,Online,Card,3,19.33,29.8,Returned
BF2025-000383,2025-11-29 10:28:50,S025,P0063,,Online,Digital Wallet,3,150.53,0.0,Completed
BF2025-000384,2025-11-28 14:02:33,S018,P0035,,In-Store,Card,2,122.91,0.0,Completed
BF2025-000385,2025-11-28 20:52:18,S017,P0040,PR005,In-Store,Cash,3,199.41,26.6,Completed
BF2025-000386,2025-11-23 20:55:03,S005,P0098,,Online,Card,6,211.19,0.0,Completed
BF2025-000387,2025-11-28 22:01:12,S018,P0009,PR006,Online,Card,2,131.06,51.2,Completed
BF2025-000388,2025-11-30 11:10:34,S016,P0057,PR006,Online,Card,2,23.09,49.0,Completed
BF2025-000389,2025-11-28 01:53:27,S022,P0095,,In-Store,Card,3,310.4,0.0,Completed
BF2025-000390,2025-11-28 14:17:55,S001,P0106,,In-Store,Card,2,291.09,8.9,Completed
BF2025-000391,2025-11-28 08:36:06,S022,P0059,PR001,Online,Card,3,58.93,37.9,Completed
BF2025-000392,2025-11-28 05:59:53,S004,P0054,PR007,In-Store,Cash,2,13.41,51.3,Completed
BF2025-000393,2025-11-22 13:17:07,S004,P0006,PR004,In-Store,Card,5,45.92,61.3,Completed
BF2025-000394,2025-11-23 14:17:45,S012,P0045,PR016,In-Store,Card,1,31.15,48.0,Completed
BF2025-000395,2025-11-28 21:10:15,S017,P0011,,Online,Digital Wallet,1,110.58,0.0,Completed
BF2025-000396,2025-11-22 19:06:02,S003,P0101,PR002,In-Store,Card,2,155.97,23.7,Completed
BF2025-000397,2025-11-28 23:57:41,S020,P0013,,Online,Digital Wallet,1,181.85,0.0,Completed
BF2025-000398,2025-11-22 21:59:48,S024,P0106,PR008,In-Store,Digital Wallet,4,213.16,32.9,Completed
BF2025-000399,2025-11-28 21:54:10,S012,P0029,,In-Store,Card,1,165.8,0.0,Returned
BF2025-000400,2025-11-30 22:43:13,S002,P0091,,In-Store,Card,2,134.49,12.9,Completed
BF2025-000401,2025-11-30 18:22:20,S028,P0099,PR009,Online,Card,4,201.86,30.0,Completed
BF2025-000402,2025-11-22 17:40:32,S011,P0087,,Online,Cash,2,114.47,0.0,Completed
BF2025-000403,2025-11-29 19:59:27,S023,P0099,PR004,In-Store,Card,4,111.86,60.3,Completed
BF2025-000404,2025-11-28 13:06:36,S016,P0041,,In-Store,Cash,1,143.77,14.8,Completed
BF2025-000405,2025-11-28 19:43:14,S010,P0051,PR004,Online,Card,2,139.48,59.2,Completed
BF2025-000406,2025-11-28 07:20:31,S016,P0096,PR015,In-Store,Digital Wallet,1,27.57,26.5,Completed
BF2025-000407,2025-11-28 06:19:16,S012,P0113,PR006,Online,Card,2,10.88,50.9,Completed
BF2025-000408,2025-11-30 20:06:01,S029,P0031,,Online,Card,2,57.87,0.0,Completed
BF2025-000409,2025-11-28 18:59:40,S018,P0040,,In-Store,Card,3,283.58,0.0,Completed
BF2025-000410,2025-11-28 14:26:10,S001,P0086,PR004,Online,Card,2,9.57,62.7,Completed
BF2025-000411,2025-11-29 02:13:07,S029,P0102,,Online,Digital Wallet,3,535.98,15.1,Completed
BF2025-000412,2025-11-23 19:35:49,S014,P0033,,In-Store,Card,2,47.08,0.0,Completed
BF2025-000413,2025-11-24 14:52:38,S024,P0106,PR014,In-Store,Card,3,214.99,32.0,Completed
BF2025-000414,2025-11-29 20:14:02,S004,P0120,PR011,Online,Card,1,171.14,43.5,Completed
BF2025-000415,2025-11-29 17:14:37,S018,P0096,PR003,In-Store,Card,4,25.18,32.7,Completed
BF2025-000416,2025-11-22 11:12:38,S025,P0066,,Online,Card,1,6.03,0.0,Completed
BF2025-000417,2025-11-28 07:04:46,S005,P0035,,In-Store,Cash,4,119.7,0.0,Completed
BF2025-000418,2025-11-23 16:54:30,S005,P0065,PR012,In-Store,Cash,4,12.47,52.9,Returned
BF2025-000419,2025-11-30 14:40:05,S012,P0092,,In-Store,Card,1,163.37,0.0,Completed
BF2025-000420,2025-11-22 12:34:37,S020,P0118,,In-Store,Cash,1,27.68,0.0,Completed
BF2025-000421,2025-11-22 04:51:26,S025,P0062,,In-Store,Card,4,263.14,0.0,Completed
BF2025-000422,2025-11-23 10:44:02,S014,P0032,,Online,Card,2,168.77,0.0,Completed
BF2025-000423,2025-11-22 19:07:49,S030,P0094,PR010,Online,Card,2,137.01,29.4,Completed
BF2025-000424,2025-11-23 00:21:02,S029,P0017,,Online,Card,2,64.54,0.0,Completed
BF2025-000425,2025-11-29 12:47:13,S001,P0035,,Online,Card,4,115.82,5.2,Completed
BF2025-000426,2025-11-23 00:07:34,S020,P0010,,Online,Card,3,89.41,0.0,Completed
BF2025-000427,2025-11-28 23:43:22,S013,P0008,,Online,Digital Wallet,1,19.47,0.0,Completed
BF2025-000428,2025-11-28 22:14:58,S001,P0016,PR012,Online,Card,3,437.17,49.8,Completed
BF2025-000429,2025-11-29 00:05:13,S002,P0061,PR007,In-Store,Card,2,5.05,48.5,Completed
BF2025-000430,2025-11-25 15:18:43,S009,P0032,PR005,Online,Card,2,130.63,22.5,Completed
BF2025-000431,2025-11-28 14:57:41,S020,P0048,,Online,Card,3,152.64,0.0,Completed
BF2025-000432,2025-11-28 01:46:16,S001,P0037,PR017,In-Store,Card,4,135.32,32.0,Completed
BF2025-000433,2025-11-30 11:33:23,S024,P0052,,Online,Card,2,321.36,0.0,Completed
BF2025-000434,2025-11-29 16:41:11,S003,P0088,PR013,In-Store,Card,1,129.38,12.3,Completed
BF2025-000435,2025-11-22 11:37:28,S024,P0073,,Online,Cash,1,52.26,0.0,Completed
BF2025-000436,2025-11-25 00:08:08,S026,P0063,PR001,In-Store,Cash,2,95.29,38.0,Completed
BF2025-000437,2025-11-28 12:54:12,S009,P0068,PR012,Online,Digital Wallet,2,8.95,54.1,Completed
BF2025-000438,2025-11-29 06:06:26,S011,P0012,,Online,Card,2,563.75,0.0,Completed
BF2025-000439,2025-11-23 02:04:15,S029,P0076,PR018,In-Store,Digital Wallet,2,875.88,20.4,Completed
BF2025-000440,2025-11-28 03:56:28,S022,P0030,PR012,In-Store,Digital Wallet,2,20.09,48.6,Completed
BF2025-000441,2025-11-22 12:03:04,S007,P0074,PR011,Online,Digital Wallet,3,17.69,41.1,Completed
BF2025-000442,2025-11-27 02:59:50,S006,P0068,,Online,Digital Wallet,5,19.72,0.0,Completed
BF2025-000443,2025-11-28 08:26:57,S025,P0025,PR011,Online,Cash,3,75.46,42.4,Completed
BF2025-000444,2025-11-29 22:09:53,S005,P0017,PR013,Online,Card,2,53.1,18.2,Completed
BF2025-000445,2025-11-22 14:22:11,S026,P0102,PR002,Online,Cash,2,508.52,22.7,Completed
BF2025-000446,2025-11-28 10:14:27,S005,P0071,,In-Store,Card,4,18.13,0.0,Completed
BF2025-000447,2025-11-29 21:42:06,S023,P0048,PR008,Online,Cash,3,104.75,30.0,Completed
BF2025-000448,2025-11-23 20:54:21,S019,P0052,PR003,Online,Card,3,208.99,32.8,Completed
BF2025-000449,2025-11-29 09:42:49,S014,P0062,,In-Store,Digital Wallet,3,266.34,0.0,Completed
BF2025-000450,2025-11-23 15:42:59,S010,P0024,,In-Store,Card,3,287.51,0.0,Completed
BF2025-000451,2025-11-28 05:08:07,S022,P0077,,Online,Card,4,210.11,0.0,Completed
BF2025-000452,2025-11-23 20:57:36,S021,P0015,,Online,Card,1,11.44,0.0,Completed
BF2025-000453,2025-11-28 04:20:55,S013,P0072,,Online,Digital Wallet,2,146.64,0.0,Completed
BF2025-000454,2025-11-28 21:26:37,S026,P0097,PR015,Online,Card,3,21.63,23.4,Completed
BF2025-000455,2025-11-24 16:59:44,S023,P0057,PR002,In-Store,Digital Wallet,3,36.44,20.9,Completed
BF2025-000456,2025-11-28 22:42:46,S026,P0096,,In-Store,Digital Wallet,1,38.43,0.0,Completed
BF2025-000457,2025-11-24 10:24:41,S023,P0012,,In-Store,Card,2,567.45,0.0,Canceled
BF2025-000458,2025-11-24 16:27:19,S026,P0070,PR003,In-Store,Digital Wallet,2,443.06,32.5,Completed
BF2025-000459,2025-11-28 20:55:46,S006,P0005,PR013,In-Store,Card,1,167.89,17.4,Completed
BF2025-000460,2025-11-23 12:35:38,S022,P0109,PR012,Online,Card,1,61.7,51.6,Completed
BF2025-000461,2025-11-30 09:16:01,S001,P0062,PR008,Online,Card,2,181.75,30.0,Completed
BF2025-000462,2025-11-28 18:59:16,S027,P0023,PR005,In-Store,Card,1,216.08,21.9,Completed
BF2025-000463,2025-11-25 20:21:14,S003,P0101,PR003,Online,Card,2,144.31,30.2,Completed
BF2025-000464,2025-11-23 22:22:35,S014,P0112,PR013,Online,Card,4,125.85,12.2,Completed
BF2025-000465,2025-11-28 18:24:58,S001,P0116,PR011,In-Store,Digital Wallet,2,103.9,43.7,Completed
BF2025-000466,2025-11-28 07:44:44,S021,P0049,,In-Store,Card,2,13.29,0.0,Completed
BF2025-000467,2025-11-23 08:26:22,S005,P0099,,Online,Cash,1,284.55,0.0,Completed
BF2025-000468,2025-11-28 03:43:10,S030,P0087,,Online,Card,2,118.55,0.0,Completed
BF2025-000469,2025-11-22 21:07:59,S020,P0063,,Online,Card,4,151.7,0.0,Completed
BF2025-000470,2025-11-29 11:34:39,S001,P0086,PR015,Online,Card,1,18.95,25.9,Completed
BF2025-000471,2025-11-25 16:34:59,S019,P0081,PR017,Online,Digital Wallet,3,63.53,33.5,Completed
BF2025-000472,2025-11-29 07:22:43,S022,P0095,PR015,Online,Card,2,227.22,28.9,Completed
BF2025-000473,2025-11-23 11:59:53,S020,P0005,,Online,Card,2,196.28,0.0,Returned
BF2025-000474,2025-11-29 13:27:28,S018,P0055,,Online,Card,2,53.2,0.0,Completed
BF2025-000475,2025-11-28 07:17:37,S015,P0118,PR017,Online,Card,2,17.4,34.5,Completed
BF2025-000476,2025-11-25 15:29:02,S019,P0046,,In-Store,Card,2,168.63,0.0,Completed
BF2025-000477,2025-11-28 11:50:19,S002,P0031,PR005,In-Store,Digital Wallet,3,44.2,22.9,Completed
BF2025-000478,2025-11-28 19:23:19,S009,P0072,PR014,Online,Cash,3,94.16,34.2,Completed
BF2025-000479,2025-11-24 19:00:35,S028,P0058,,Online,Card,2,39.15,0.0,Completed
BF2025-000480,2025-11-28 09:26:48,S020,P0003,,Online,Card,4,105.59,0.0,Completed
BF2025-000481,2025-11-28 10:49:30,S022,P0034,PR007,Online,Cash,3,125.59,51.2,Completed
BF2025-000482,2025-11-27 10:04:42,S020,P0070,PR010,In-Store,Card,1,501.34,24.9,Completed
BF2025-000483,2025-11-28 10:46:01,S027,P0033,,Online,Card,1,47.51,0.0,Completed
BF2025-000484,2025-11-22 12:46:23,S006,P0093,PR012,Online,Card,3,90.37,51.6,Completed
BF2025-000485,2025-11-22 20:43:37,S003,P0090,PR003,Online,Card,1,335.11,31.6,Completed
BF2025-000486,2025-11-30 21:15:43,S022,P0062,PR018,In-Store,Digital Wallet,2,210.99,19.7,Canceled
BF2025-000487,2025-11-27 17:27:24,S010,P0017,PR004,Online,Digital Wallet,1,23.83,64.0,Completed
BF2025-000488,2025-11-26 13:19:18,S011,P0035,,Online,Card,3,119.74,0.0,Completed
BF2025-000489,2025-11-22 10:31:43,S021,P0117,,Online,Card,4,31.97,0.0,Completed
BF2025-000490,2025-11-28 10:06:58,S002,P0091,PR004,Online,Card,3,56.46,63.2,Completed
BF2025-000491,2025-11-25 12:38:49,S009,P0090,,In-Store,Digital Wallet,4,481.52,0.0,Completed
BF2025-000492,2025-11-28 08:42:35,S019,P0091,PR009,In-Store,Digital Wallet,3,105.04,32.4,Completed
BF2025-000493,2025-11-28 14:30:16,S021,P0083,,In-Store,Card,2,199.31,0.0,Completed
BF2025-000494,2025-11-28 11:38:46,S024,P0103,,In-Store,Cash,2,24.32,0.0,Completed
BF2025-000495,2025-11-28 08:43:58,S017,P0017,PR007,In-Store,Card,2,33.38,48.8,Completed
BF2025-000496,2025-11-23 14:48:34,S023,P0093,PR016,Online,Digital Wallet,2,89.98,52.1,Completed
BF2025-000497,2025-11-30 22:57:34,S009,P0047,,Online,Card,1,17.93,0.0,Completed
BF2025-000498,2025-11-24 21:45:15,S016,P0093,,In-Store,Card,6,191.51,0.0,Completed
BF2025-000499,2025-11-22 00:47:34,S016,P0065,PR002,In-Store,Card,3,19.31,25.5,Completed
BF2025-000500,2025-11-30 23:48:20,S028,P0058,PR005,Online,Card,2,29.79,22.0,Completed
BF2025-000501,2025-11-23 05:35:30,S019,P0022,,In-Store,Card,2,112.22,0.0,Returned
BF2025-000502,2025-11-30 11:06:19,S010,P0050,,Online,Card,2,37.08,0.0,Completed
BF2025-000503,2025-11-23 14:30:18,S013,P0053,PR004,Online,Cash,4,387.67,58.9,Completed
BF2025-000504,2025-11-23 09:23:31,S008,P0096,PR009,Online,Cash,4,23.62,36.7,Completed
BF2025-000505,2025-11-28 08:59:06,S006,P0118,PR006,Online,Card,2,13.75,48.3,Completed
BF2025-000506,2025-11-24 00:50:20,S025,P0031,PR015,Online,Card,2,43.74,24.5,Returned
BF2025-000507,2025-11-28 16:16:03,S016,P0094,PR015,In-Store,Digital Wallet,3,142.96,24.3,Completed
BF2025-000508,2025-11-25 23:52:19,S025,P0056,PR018,In-Store,Cash,2,6.21,20.6,Completed
BF2025-000509,2025-11-24 17:27:48,S005,P0073,,In-Store,Card,4,45.0,16.1,Completed
BF2025-000510,2025-11-30 14:25:54,S025,P0018,,In-Store,Digital Wallet,3,173.23,0.0,Returned
BF2025-000511,2025-11-28 18:44:39,S006,P0059,PR010,Online,Card,3,69.54,27.4,Returned
BF2025-000512,2025-11-30 10:26:15,S026,P0053,PR005,In-Store,Cash,2,741.18,21.3,Completed
BF2025-000513,2025-11-24 13:04:03,S015,P0047,PR015,In-Store,Card,3,13.41,26.2,Canceled
BF2025-000514,2025-11-28 11:36:32,S002,P0005,,Online,Cash,4,200.89,0.0,Completed
BF2025-000515,2025-11-25 05:15:12,S014,P0024,PR010,Online,Digital Wallet,2,209.98,27.5,Completed
BF2025-000516,2025-11-23 06:39:38,S012,P0093,PR011,In-Store,Cash,3,106.97,44.1,Completed
BF2025-000517,2025-11-28 23:08:52,S001,P0024,PR012,In-Store,Card,3,146.39,50.1,Completed
BF2025-000518,2025-11-28 01:32:45,S027,P0059,PR015,Online,Digital Wallet,2,70.37,24.6,Completed
BF2025-000519,2025-11-29 21:20:01,S027,P0029,,In-Store,Card,4,165.58,0.0,Completed
BF2025-000520,2025-11-30 21:20:47,S029,P0015,PR004,Online,Cash,1,4.36,61.4,Canceled
BF2025-000521,2025-11-28 02:22:37,S028,P0048,,Online,Digital Wallet,3,152.57,0.0,Completed
BF2025-000522,2025-11-27 11:38:33,S009,P0015,PR008,In-Store,Card,3,8.38,30.9,Completed
BF2025-000523,2025-11-27 21:49:43,S017,P0042,PR003,In-Store,Digital Wallet,4,71.42,34.2,Completed
